summary_nr,rel_insp_nr,age,sex,nature_of_inj,part_of_body,src_of_injury,event_type,evn_factor,hum_factor,occ_code,degree_of_inj,task_assigned,hazsub,const_op,const_op_cause,fat_cause,fall_distance,fall_ht,injury_line_nr,load_dt
221226582,344522305,0,,21,13,43,6,18,14,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221226608,344522487,0,,21,31,43,14,18,14,514,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221226616,344522529,0,,21,4,43,5,17,20,599,1,2,,43,,15,,,1,2020-07-27 00:19:05 EDT
221226624,344522537,0,,21,4,42,5,13,14,595,1,2,,43,,15,,,1,2020-07-27 00:19:05 EDT
221226632,344522560,0,,12,1,2,1,5,6,783,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221226715,344523097,0,,21,31,43,12,18,14,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221226749,344523170,0,,21,22,43,2,1,11,783,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221226756,344523378,0,,21,1,30,2,13,12,,1,2,,5,,,,,1,2020-07-27 00:19:05 EDT
221226772,344524103,0,,6,13,12,5,13,20,,1,2,,43,,15,,,1,2020-07-27 00:19:05 EDT
221226772,344523923,0,,6,13,12,5,13,20,,1,2,,43,,15,,,1,2020-07-27 00:19:05 EDT
221226806,344524111,0,,21,4,30,1,18,14,9991,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221226897,344524707,0,,18,1,33,14,18,14,804,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221226962,344524988,0,,21,13,33,14,18,14,13,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221227051,344524368,0,,12,13,43,5,13,14,889,1,2,,30,,20,,,1,2020-07-27 00:19:05 EDT
221227200,344526157,0,,21,19,26,1,18,14,0,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221227234,344526249,0,,21,13,43,5,18,11,,1,2,,41,,19,,,1,2020-07-27 00:19:05 EDT
221227408,344527197,0,,2,5,7,1,8,14,0,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221227440,344519749,0,,21,19,30,2,18,14,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221227572,344526801,0,,21,31,43,12,18,7,534,1,2,,24,,25,,,1,2020-07-27 00:19:05 EDT
221227598,344528591,0,,21,19,43,2,8,14,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221227622,344529235,0,,21,13,25,5,6,10,276,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221227655,344529375,0,,2,1,27,2,8,14,479,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221227739,344527023,0,,21,31,43,14,18,14,16,2,2,,,,,,,1,2020-07-27 00:19:05 EDT
221227739,344527023,0,,21,31,43,14,18,14,16,1,2,,,,,,,2,2020-07-27 00:19:05 EDT
221227739,344527023,0,,21,31,43,14,18,14,16,2,2,,,,,,,2,2020-07-24 00:19:12 EDT
221227739,344527023,0,,21,31,43,14,18,14,16,1,2,,,,,,,1,2020-07-24 00:19:12 EDT
221227788,344494505,0,,12,3,29,2,18,14,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221227804,344488739,0,,21,20,27,2,1,18,514,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221227945,344530514,0,,21,19,43,1,18,14,869,2,2,,11,,,,,1,2020-07-27 00:19:05 EDT
221227945,344530514,0,,21,19,43,1,18,14,7010,1,2,,11,,,,,2,2020-07-27 00:19:05 EDT
221227978,344530829,0,,9,4,43,2,,17,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221228158,344531926,0,,21,5,26,2,1,1,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221228166,344532015,0,,21,19,43,1,18,1,0,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221228273,344532312,0,,21,19,30,1,18,1,806,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221228356,344532544,0,,7,4,28,5,5,1,889,1,2,,5,,18,,,1,2020-07-27 00:19:05 EDT
221228364,344532593,0,,21,13,30,1,8,8,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221228372,344532650,0,,21,4,43,14,18,14,0,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221228398,344532825,0,,21,5,43,1,18,14,999,1,2,,70,70,26,,,1,2020-07-27 00:19:05 EDT
221228398,344532833,0,,21,5,43,1,18,14,999,1,2,,70,70,26,,,1,2020-07-27 00:19:05 EDT
221228430,344533161,0,,6,19,42,5,13,1,869,1,2,,5,,19,,,1,2020-07-27 00:19:05 EDT
221228463,344520648,0,,12,20,5,5,17,9,7048,1,2,,43,,15,,,1,2020-07-27 00:19:05 EDT
221228570,344522578,0,,21,19,42,5,13,14,595,1,2,,43,,20,,,1,2020-07-27 00:19:05 EDT
221228570,344533526,0,,21,19,42,5,13,14,595,1,2,,43,,20,,,1,2020-07-27 00:19:05 EDT
221228570,344521935,0,,21,19,42,5,13,14,595,1,2,,43,,20,,,1,2020-07-27 00:19:05 EDT
221228604,344533641,0,,21,19,28,2,8,10,,1,2,,50,,26,,,1,2020-07-27 00:19:05 EDT
221228604,344533666,0,,21,19,28,2,8,10,,1,2,,50,,26,,,1,2020-07-27 00:19:05 EDT
221228604,344533682,0,,21,19,28,2,8,10,,1,2,,50,,26,,,1,2020-07-27 00:19:05 EDT
221228604,344533674,0,,21,19,28,2,8,10,,1,2,,50,,26,,,1,2020-07-27 00:19:05 EDT
221228695,344534037,0,,21,5,43,1,5,14,999,1,2,,,,26,,,1,2020-07-27 00:19:05 EDT
221228703,344533658,0,,2,29,9,8,7,14,235,1,2,,,,,,,1,2020-07-22 00:19:02 EDT
221228703,344533658,0,,2,29,9,8,7,14,235,1,2,,,,,,,4,2020-07-23 00:19:26 EDT
221228703,344533658,0,,2,29,9,8,7,14,235,1,2,1900,,,,,,8,2020-07-23 00:19:26 EDT
221228703,344533658,0,,2,28,9,8,7,14,235,2,2,,,,,,,7,2020-07-26 00:19:15 EDT
221228703,344533658,0,,2,28,9,8,7,14,235,2,2,,,,,,,6,2020-07-26 00:19:15 EDT
221228703,344533658,0,,2,29,9,8,7,14,235,1,2,1900,,,,,,5,2020-07-26 00:19:15 EDT
221228703,344533658,0,,2,29,9,8,7,14,235,1,2,0020,,,,,,4,2020-07-26 00:19:15 EDT
221228703,344533658,0,,2,28,9,8,7,14,235,2,2,,,,,,,3,2020-07-26 00:19:15 EDT
221228703,344533658,0,,2,29,9,8,7,14,235,1,2,,,,,,,2,2020-07-26 00:19:15 EDT
221228703,344533658,0,,2,28,9,8,7,14,235,2,2,,,,,,,8,2020-07-27 00:19:05 EDT
221228703,344533658,0,,2,29,9,8,7,14,235,1,2,0020,,,,,,7,2020-07-27 00:19:05 EDT
221228703,344533658,0,,2,29,9,8,7,14,235,1,2,1900,,,,,,6,2020-07-27 00:19:05 EDT
221228703,344533658,0,,2,28,9,8,7,14,235,2,2,,,,,,,5,2020-07-27 00:19:05 EDT
221228703,344533658,0,,2,28,9,8,7,14,235,2,2,,,,,,,4,2020-07-27 00:19:05 EDT
221228703,344533658,0,,2,29,9,8,7,14,235,1,2,,,,,,,3,2020-07-27 00:19:05 EDT
221228703,344533658,0,,2,28,9,8,7,14,235,2,2,,,,,,,2,2020-07-27 00:19:05 EDT
221228703,344533658,0,,2,28,9,8,7,14,235,2,2,,,,,,,1,2020-07-27 00:19:05 EDT
221228737,344395249,0,,10,19,15,14,18,14,7010,1,2,,42,,10,,,2,2020-07-23 00:19:26 EDT
221228737,344395249,0,,5,31,15,14,18,14,869,2,2,,42,,10,,,2,2020-07-27 00:19:05 EDT
221228737,344395249,0,,10,19,15,14,18,14,7010,1,2,,42,,10,,,1,2020-07-27 00:19:05 EDT
221228737,344395249,0,,5,31,15,14,18,14,869,2,2,,42,,10,,,1,2020-07-23 00:19:26 EDT
221228752,344534383,0,,21,4,43,12,18,14,418,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221228950,344353313,0,,21,13,29,2,6,6,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221228976,344535299,0,,21,19,43,5,13,6,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221228992,344535893,0,,2,4,8,2,18,14,0,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221229032,344531819,0,,12,3,42,5,13,4,869,1,2,,5,,20,,,1,2020-07-27 00:19:05 EDT
221229065,344536099,0,,21,4,27,1,8,6,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221229271,344537220,0,,2,4,30,1,1,4,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221229446,344139761,0,,21,31,43,12,18,14,19,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221229511,344539143,0,,12,13,43,5,13,1,,1,2,,43,,30,,,1,2020-07-27 00:19:05 EDT
221229511,344540117,0,,12,13,43,5,13,1,,1,2,,43,,30,,,1,2020-07-27 00:19:05 EDT
221229644,344539507,0,,21,4,29,2,13,14,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221229651,344539523,0,,21,31,26,2,8,1,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221229826,342962701,0,,3,5,8,1,5,11,599,1,2,,26,,26,,,1,2020-07-27 00:19:05 EDT
221230113,344543616,0,,12,14,5,4,18,14,447,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221230410,344529094,0,,21,30,43,14,18,14,486,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221230428,344132683,0,,12,13,8,5,8,9,595,1,2,,43,,15,,,1,2020-07-27 00:19:05 EDT
221230568,343913224,0,,3,4,24,1,6,9,783,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221230998,344527221,0,,21,31,43,14,18,1,805,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221231103,344529409,0,,21,5,30,2,18,14,804,1,2,,70,,5,,,1,2020-07-27 00:19:05 EDT
221231137,344438957,0,,21,20,43,1,18,9,55,1,2,,70,,26,,,3,2020-07-26 00:19:15 EDT
221231137,344376827,0,,21,20,43,1,18,9,55,1,2,,70,,26,,,3,2020-07-26 00:19:15 EDT
221231137,344376827,0,,6,20,43,1,18,9,555,2,2,,70,,26,,,2,2020-07-26 00:19:15 EDT
221231137,344376827,0,,6,20,43,1,18,6,55,2,2,,70,,26,,,2,2020-06-14 00:19:12 EDT
221231137,344438957,0,,6,20,43,1,18,6,55,2,2,,70,,26,,,3,2020-07-24 00:19:12 EDT
221231137,344376827,0,,6,20,43,1,18,6,55,2,2,,70,,26,,,3,2020-07-24 00:19:12 EDT
221231137,344438957,0,,21,20,43,1,18,9,55,1,2,,70,,26,,,2,2020-07-01 00:19:13 EDT
221231137,344438957,0,,6,20,43,1,18,9,555,2,2,,70,,26,,,1,2020-07-01 00:19:13 EDT
221231137,344376827,0,,6,20,43,1,18,9,555,2,2,,70,,26,,,1,2020-07-27 00:19:05 EDT
221231137,344438957,0,,6,20,43,1,18,9,555,2,2,,70,,26,,,2,2020-07-27 00:19:05 EDT
221231137,344438957,0,,21,20,43,1,18,9,55,1,2,,70,,26,,,1,2020-07-27 00:19:05 EDT
221231137,344376827,0,,21,20,43,1,18,9,55,1,2,,70,,26,,,1,2020-07-27 00:19:05 EDT
221231137,344438957,0,,6,20,43,1,18,6,55,2,2,,70,,26,,,1,2020-07-27 00:19:05 EDT
221231137,344376827,0,,6,20,43,1,18,6,55,2,2,,70,,26,,,1,2020-07-27 00:19:05 EDT
221231137,344376827,0,,21,20,43,1,18,9,55,1,2,,70,,26,,,2,2020-07-19 00:19:11 EDT
221231251,344554498,0,,21,4,25,5,18,7,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221231459,344556212,0,,20,18,5,14,18,14,9991,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221231475,344556287,0,,12,13,42,5,18,18,7045,1,2,,43,,,,,1,2020-07-27 00:19:05 EDT
221231558,344484977,0,,21,1,21,1,18,18,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221231723,344558754,0,,10,12,43,13,18,1,7010,1,2,,8,,9,,,1,2020-02-26 00:18:58 EST
221231830,343977518,0,,21,13,42,5,13,6,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221231830,343977526,0,,21,13,42,5,13,6,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221231830,344217484,0,,21,13,42,5,13,6,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221231830,343970141,0,,21,13,42,5,13,6,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221231848,344414859,0,,21,5,26,2,1,14,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221232150,344514963,0,,7,13,43,1,6,14,869,1,2,,14,,,,,1,2020-07-27 00:19:05 EDT
221232523,344566633,0,,21,19,29,1,18,14,14,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221232614,344240189,0,,21,4,43,14,18,14,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221232671,344171319,0,,10,21,43,13,18,14,486,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221232911,344569959,0,,21,13,43,5,18,1,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221233083,344230719,0,,21,13,18,14,6,14,889,1,2,8880,,,,,,1,2020-07-27 00:19:05 EDT
221233349,344572532,0,,9,19,27,1,6,14,869,1,2,,11,,,,,1,2020-07-27 00:19:05 EDT
221233950,344579339,0,,21,31,43,12,18,14,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221234040,344324678,0,,2,28,30,6,8,1,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221234271,344452388,0,,3,1,20,1,8,6,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221234297,344436555,0,,21,13,29,1,18,14,805,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221234495,344288824,0,,3,28,42,2,13,14,869,1,2,S777,52,,27,,,1,2020-07-27 00:19:05 EDT
221234495,344288824,0,,3,28,42,2,13,14,869,1,2,S777,52,,27,,,2,2020-07-27 00:19:05 EDT
221234644,344585153,0,,6,13,43,4,18,1,0,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221234784,344586144,0,,3,14,43,5,13,6,889,2,2,,,,,,,1,2020-07-27 00:19:05 EDT
221236508,344484944,0,,21,13,43,14,18,14,999,1,2,,,,,,,2,2020-07-27 00:19:05 EDT
221236508,344484944,0,,21,13,43,14,18,14,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221237241,344506365,0,,1,19,26,2,13,18,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221237258,344525225,0,,21,31,33,14,18,14,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221237266,344516554,0,,2,5,30,2,6,6,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221237753,344610654,0,,21,19,43,14,18,14,764,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221238488,344527411,0,,21,19,43,1,18,1,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221238496,344529813,0,,3,13,5,5,18,1,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221238645,344450580,0,,3,13,8,5,13,1,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221239239,344360367,0,,6,13,25,5,13,1,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221239239,344369657,0,,6,13,25,5,13,1,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221239676,344503479,0,,12,22,30,2,17,1,505,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221240559,344397245,0,,7,31,43,2,8,14,7028,1,2,,51,,,,,1,2020-07-27 00:19:05 EDT
221241276,344639505,0,,21,5,43,1,8,11,599,1,2,,16,,26,,,1,2020-07-27 00:19:05 EDT
221241318,344639836,0,,2,29,9,8,7,14,588,1,2,0560,41,,1,,,1,2020-07-27 00:19:05 EDT
221241318,344639836,0,,2,29,9,8,7,14,588,1,2,C730,41,,1,,,2,2020-07-27 00:19:05 EDT
221241805,344533286,0,,21,31,43,12,18,7,565,1,2,,70,,,,,1,2020-07-27 00:19:05 EDT
221241888,344476171,0,,5,19,16,14,10,14,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221241912,344514799,0,,7,20,42,5,18,14,567,1,2,,70,,14,,,1,2020-07-27 00:19:05 EDT
221241953,344641857,0,,21,4,25,5,18,1,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221241953,344641865,0,,21,4,25,5,18,1,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221242100,344470448,0,,5,31,43,14,18,1,0,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221243165,344542022,0,,21,4,43,5,18,14,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221245558,344525134,0,,12,13,27,5,13,1,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221247885,344696927,0,,21,13,43,5,18,14,7048,1,2,,43,,15,,,1,2020-07-27 00:19:05 EDT
221248495,344520564,0,,21,31,43,14,18,14,808,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221249055,344399621,0,,9,4,43,5,8,14,7016,1,2,,24,,,,,1,2020-07-27 00:19:05 EDT
221251630,344275045,0,,10,31,15,13,18,14,,1,2,,70,,10,,,1,2020-07-27 00:19:05 EDT
221251887,344717616,0,,6,13,43,5,18,14,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221252133,344430012,0,,2,13,12,2,18,1,853,1,2,,26,,27,,,1,2020-07-27 00:19:05 EDT
221252588,344616883,0,,21,4,43,5,18,1,889,1,2,,12,,21,,,1,2020-07-27 00:19:05 EDT
221254527,344701370,0,,21,31,12,5,18,1,595,1,2,,43,,,,,1,2020-07-27 00:19:05 EDT
221254527,344632856,0,,21,31,12,5,18,1,595,1,2,,43,,,,,1,2020-07-27 00:19:05 EDT
221255078,344728019,0,,12,13,42,5,13,1,563,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221256373,344522164,0,,21,13,25,1,13,6,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221256449,344732094,0,,21,19,26,5,18,1,35,1,2,,12,,17,,,1,2020-07-27 00:19:05 EDT
221259906,344500210,0,,21,13,43,5,18,9,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221261746,344752860,0,,3,4,3,1,18,1,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221262371,344748504,0,,21,5,43,4,18,14,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221263742,344506415,0,,12,19,29,1,18,14,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221266992,343487021,0,,21,16,21,1,5,14,7038,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
300000858,101511483,54,M,2,5,12,2,4,1,999,1,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300025061,300025061,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300051935,300051935,52,M,3,11,24,5,13,6,999,2,1,,0,5,21,,40,1,2019-07-22 00:18:41 EDT
300057460,300057460,25,M,7,13,26,6,18,4,889,3,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300058807,300058807,36,M,21,19,8,5,18,4,579,1,1,,0,15,18,,150,1,2019-07-22 00:18:41 EDT
300080124,300080124,24,M,21,19,29,2,18,14,805,1,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300109873,300109873,30,F,21,28,9,8,18,14,889,2,1,8880,0,0,0,,,1,2019-07-22 00:18:41 EDT
300176187,300176187,25,M,21,19,43,5,18,18,999,1,1,,18,18,18,,90,1,2019-07-22 00:18:41 EDT
300177052,300177052,44,M,12,13,42,5,13,1,999,1,1,,66,9,15,,14,1,2019-07-22 00:18:41 EDT
300180924,122227788,41,M,21,19,24,1,6,1,999,1,1,,39,39,26,,,1,2019-07-22 00:18:41 EDT
300180924,300180924,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,,2,2019-07-22 00:18:41 EDT
300188265,300188265,59,M,6,13,42,1,13,15,999,1,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300188679,300188679,68,M,21,31,43,12,18,14,999,1,1,,1,44,30,,,1,2019-07-22 00:18:41 EDT
300189172,300189172,57,M,6,13,43,4,18,14,999,1,2,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300210739,300210739,55,M,21,5,39,1,13,10,496,1,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300212057,300212057,43,M,7,23,26,2,1,13,999,2,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300217528,300217528,35,M,3,5,27,1,4,17,999,1,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300223104,300223104,55,M,2,31,41,5,13,18,999,1,2,,0,37,16,,65,1,2019-07-22 00:18:41 EDT
300223104,300223104,37,M,2,31,41,5,13,18,999,1,2,,0,37,16,,65,3,2019-07-22 00:18:41 EDT
300223104,300223104,50,M,2,31,41,5,13,18,999,1,2,,0,37,16,,65,2,2019-07-22 00:18:41 EDT
300298569,300298569,53,M,21,19,29,14,18,4,804,1,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300299617,300299617,59,M,21,13,27,2,1,14,999,1,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300320264,300320264,54,M,12,19,30,1,1,1,876,1,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300323052,300323052,20,M,10,4,15,13,13,10,595,2,1,,43,43,9,,,1,2019-07-22 00:18:41 EDT
300375318,300375318,42,M,1,10,22,2,1,11,516,3,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300444247,300444247,25,M,1,4,4,11,18,6,999,1,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300479847,300479847,28,M,21,5,27,5,13,20,999,1,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300479938,300479938,45,M,12,13,29,5,13,14,804,1,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300482270,300482270,30,M,10,11,15,13,8,11,999,2,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300482270,300482270,36,M,10,4,15,5,13,11,999,2,1,,0,0,0,,,2,2019-07-22 00:18:41 EDT
300483864,300483864,43,M,5,4,8,14,10,11,999,1,1,,0,31,23,,,1,2019-07-22 00:18:41 EDT
300489606,300489606,31,M,10,5,41,13,18,12,873,1,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300489838,300489838,32,M,21,19,43,2,18,1,999,1,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300494945,300494945,39,M,10,4,32,13,17,14,999,1,2,,43,43,11,,,1,2019-07-22 00:18:41 EDT
300518008,300518008,23,M,21,13,27,2,8,12,999,1,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300550621,300550621,38,M,12,12,24,2,2,1,804,2,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300555109,300555109,31,M,3,4,30,1,8,1,999,1,1,,0,34,5,,,1,2019-07-22 00:18:41 EDT
300575537,300575537,41,M,21,13,27,2,8,1,999,1,1,,70,70,30,,,1,2019-07-22 00:18:41 EDT
300576501,300576501,53,M,21,4,26,1,6,14,999,1,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300578994,300578994,33,M,21,19,8,5,18,14,999,1,1,,0,43,15,,22,1,2019-07-22 00:18:41 EDT
300613056,300613056,38,M,21,31,43,14,18,14,999,1,1,,0,30,30,,,1,2019-07-22 00:18:41 EDT
300613213,300613213,56,M,21,31,43,12,18,14,999,1,1,,0,31,30,,,1,2019-07-22 00:18:41 EDT
300618048,300618048,39,M,21,19,24,2,1,14,999,1,1,,65,65,4,,,1,2019-07-22 00:18:41 EDT
300644101,300644101,39,M,6,13,8,6,13,20,999,1,2,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300685559,300685559,31,M,21,19,29,1,18,14,599,1,1,,0,54,7,,,1,2019-07-22 00:18:41 EDT
300685559,300685559,40,M,21,19,29,1,18,14,599,2,1,,0,54,7,,,2,2019-07-22 00:18:41 EDT
300689379,300689379,48,M,12,13,46,1,18,10,599,1,1,,5,5,26,,,1,2019-07-22 00:18:41 EDT
300716347,300716347,25,M,3,12,26,2,1,20,796,3,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300723384,300723384,39,M,6,13,25,5,13,1,789,1,1,,22,15,14,,8,1,2019-07-22 00:18:41 EDT
300755311,300755311,50,M,12,23,30,2,8,11,856,2,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300755857,300755857,53,M,12,19,43,1,6,9,804,2,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300756426,300756426,33,M,20,3,5,14,18,14,999,2,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300756616,300756616,57,F,12,23,25,5,18,14,575,2,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300761327,300761327,42,M,6,13,42,5,13,6,999,2,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300761350,300761350,19,M,18,28,27,2,8,14,999,2,2,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300761533,300761533,21,M,12,16,25,5,13,10,865,2,1,,24,24,14,,8,1,2019-07-22 00:18:41 EDT
300777349,300777349,27,M,12,15,21,5,18,1,999,2,2,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300777539,300777539,55,M,1,10,26,7,2,9,519,3,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300778719,300778719,27,M,9,14,43,1,6,1,999,2,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300778883,300778883,40,M,12,11,26,5,18,1,999,2,1,,24,24,17,,20,1,2019-07-22 00:18:41 EDT
300778958,300778958,50,M,12,16,27,4,18,1,999,2,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300779014,300779014,44,M,12,11,42,5,18,14,695,2,2,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300779071,300779071,31,M,9,11,42,14,13,1,999,2,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300779196,300779196,31,M,12,19,42,5,13,1,999,2,1,,20,20,22,,13,1,2019-07-22 00:18:41 EDT
300779477,300779477,46,M,12,11,27,2,18,1,999,2,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300779816,300779816,42,M,20,3,43,5,18,1,889,3,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300779881,300779881,27,M,1,10,21,14,18,14,869,2,1,,18,3,30,,,1,2019-07-22 00:18:41 EDT
300779931,300779931,53,M,3,1,7,1,2,14,999,2,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300779964,300779964,48,M,1,10,26,2,1,13,999,3,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300779980,300779980,23,M,12,11,26,2,1,9,999,2,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300780285,300780285,20,F,1,10,26,2,1,14,999,2,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300780400,300780400,31,M,1,10,26,2,3,14,999,3,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300780426,300780426,37,M,1,10,26,2,1,1,999,3,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300780517,300780517,37,M,1,10,26,14,3,14,999,2,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300780673,300780673,28,M,7,10,26,14,3,9,999,3,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300781390,300781390,33,M,1,10,26,2,4,14,999,3,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300782117,300782117,57,M,1,10,26,14,18,20,999,3,1,,0,0,0,,,1,2019-07-22 00:18:41 EDT
300783586,300783586,42,M,12,2,27,2,3,14,999,2,2,,0,0,0,,,1,2019-07-22 00:18:41 EDT
