summary_nr,rel_insp_nr,age,sex,nature_of_inj,part_of_body,src_of_injury,event_type,evn_factor,hum_factor,occ_code,degree_of_inj,task_assigned,hazsub,const_op,const_op_cause,fat_cause,fall_distance,fall_ht,injury_line_nr,load_dt
221212145,344133277,0,,21,5,43,12,18,14,9991,1,2,,,,,,,1,2020-02-29 03:50:09 EST
221212194,344414669,0,,21,13,22,1,5,14,519,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221212236,344293576,0,,12,13,42,5,13,1,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221212640,344418546,0,,3,5,27,2,8,1,883,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221212723,344418884,0,,21,5,39,1,5,14,865,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221212830,344419395,0,,21,17,25,5,13,18,7010,1,2,,13,,14,,,1,2020-07-27 00:19:05 EDT
221212871,344419783,0,,21,4,43,14,18,14,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221213044,344420914,0,,21,1,12,1,18,1,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221213051,344195300,0,,21,31,29,1,18,14,999,1,2,,,,,,,1,2020-07-22 00:19:02 EDT
221213051,344195300,0,,21,4,29,1,18,14,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221213051,344195300,0,,21,31,29,1,18,14,999,1,2,,,,,,,2,2020-07-27 00:19:05 EDT
221213051,344195300,0,,21,4,29,1,18,14,999,1,2,,,,,,,2,2020-07-22 00:19:02 EDT
221213069,344293238,0,,21,19,27,1,18,14,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221213069,344293220,0,,21,19,27,1,18,14,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221213085,344421540,0,,6,13,25,5,18,1,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221213150,344343736,0,,21,4,30,2,8,1,804,1,2,,,,6,,,1,2020-07-27 00:19:05 EDT
221213226,344417506,0,,21,31,43,12,18,14,7016,1,2,,17,,25,,,1,2020-07-27 00:19:05 EDT
221213242,344422316,0,,21,4,8,1,6,14,573,1,2,,13,,3,,,1,2020-07-27 00:19:05 EDT
221213333,344422894,0,,21,4,8,1,18,14,779,1,2,,70,,30,,,1,2020-07-27 00:19:05 EDT
221213440,344423629,0,,21,5,43,14,18,14,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221213473,344400007,0,,21,19,29,1,18,1,999,1,2,,70,,7,,,1,2020-07-27 00:19:05 EDT
221213580,344424973,0,,6,13,5,6,5,14,424,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221213721,344189204,0,,21,13,12,5,13,1,,1,2,,12,,16,,,1,2020-07-27 00:19:05 EDT
221213838,344426176,0,,21,13,43,5,18,1,9991,1,2,,70,,,,,1,2020-07-27 00:19:05 EDT
221214026,344427919,0,,21,31,43,14,18,14,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221214067,344428529,0,,21,4,43,14,18,14,0,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221214117,344428768,0,,21,16,29,1,18,14,426,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221214166,344428883,0,,21,5,43,12,18,14,486,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221214174,344429063,0,,2,4,7,2,18,1,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221214190,344428990,0,,2,5,27,1,8,18,883,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221214265,344429196,0,,2,20,7,2,8,11,859,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221214281,344429287,0,,21,5,43,14,18,14,0,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221214315,344429550,0,,12,4,43,1,2,1,889,1,2,,32,,7,,,1,2020-07-27 00:19:05 EDT
221214430,344430731,0,,21,4,30,1,8,1,999,1,2,,,,3,,,1,2020-07-27 00:19:05 EDT
221214497,344431598,0,,21,4,29,1,13,14,7010,1,2,,51,,,,,2,2020-07-27 00:19:05 EDT
221214497,344431598,0,,21,4,29,1,13,14,7010,1,2,,51,,,,,1,2020-07-27 00:19:05 EDT
221214588,344432091,0,,5,16,16,14,10,11,805,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221214604,344432398,0,,21,4,26,2,18,1,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221214679,344432117,0,,21,4,30,1,18,14,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221214711,344432489,0,,21,31,43,12,18,14,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221214810,344427810,0,,2,28,43,12,18,14,889,1,2,9135,,,,,,1,2020-06-27 03:55:48 EDT
221214810,344427810,0,,2,28,43,12,18,14,889,1,2,9120,,,,,,2,2020-06-27 03:55:48 EDT
221214810,344427810,0,,2,28,43,12,18,14,889,1,2,9120,,,,,,1,2020-07-27 00:19:05 EDT
221214810,344427810,0,,2,28,43,12,18,14,889,1,2,9135,,,,,,2,2020-07-27 00:19:05 EDT
221214893,344433859,0,,21,19,42,5,18,9,0,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221214919,344430558,0,,18,3,43,1,2,13,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221215049,344435870,0,,21,19,8,5,13,17,0,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221215114,344099130,0,,5,31,16,14,10,14,417,1,2,,,,,,,1,2020-07-25 04:05:31 EDT
221215114,344099130,0,,5,2,8,14,10,14,417,2,2,,,,,,,2,2020-07-25 04:05:31 EDT
221215114,344099130,0,,5,2,8,14,10,14,417,2,2,,,,,,,1,2020-07-27 00:19:05 EDT
221215114,344099130,0,,5,31,16,14,10,14,417,1,2,,,,,,,2,2020-07-27 00:19:05 EDT
221215171,344437272,0,,12,20,42,5,13,11,567,1,2,,30,,,,,1,2020-07-27 00:19:05 EDT
221215205,344437140,0,,21,13,25,5,13,14,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221215254,344437678,0,,12,13,43,5,13,1,,1,2,,13,,14,,,1,2020-07-27 00:19:05 EDT
221215296,344436902,0,,4,28,10,8,9,14,19,1,2,1860,,,,,,5,2020-07-25 04:05:31 EDT
221215296,344436902,0,,4,28,10,8,9,14,19,1,2,2085,,,,,,3,2020-07-18 04:10:54 EDT
221215296,344436902,0,,4,28,10,8,9,14,19,1,2,S227,,,,,,5,2020-07-18 04:10:54 EDT
221215296,344436902,0,,4,28,10,8,9,14,19,1,2,P445,,,,,,3,2020-07-27 00:19:05 EDT
221215296,344436902,0,,4,28,10,8,9,14,19,1,2,1860,,,,,,4,2020-07-27 00:19:05 EDT
221215296,344436902,0,,4,28,10,8,9,14,19,1,2,2085,,,,,,5,2020-07-27 00:19:05 EDT
221215296,344436902,0,,4,28,10,8,9,14,19,1,2,1860,,,,,,1,2020-07-26 00:19:15 EDT
221215296,344436902,0,,4,28,10,8,9,14,19,1,2,2085,,,,,,2,2020-07-26 00:19:15 EDT
221215296,344436902,0,,4,28,10,8,9,14,19,1,2,S227,,,,,,4,2020-07-26 00:19:15 EDT
221215296,344436902,0,,4,28,10,8,9,14,19,1,2,U105,,,,,,5,2020-07-26 00:19:15 EDT
221215296,344436902,0,,4,28,10,8,9,14,19,1,2,U105,,,,,,1,2020-07-27 00:19:05 EDT
221215296,344436902,0,,4,28,10,8,9,14,19,1,2,S227,,,,,,2,2020-07-27 00:19:05 EDT
221215296,344436902,0,,4,28,10,8,9,14,19,1,2,U105,,,,,,3,2020-07-19 00:19:11 EDT
221215296,344436902,0,,4,28,10,8,9,14,19,1,2,P445,,,,,,4,2020-07-19 00:19:11 EDT
221215296,344436902,0,,4,28,10,8,9,14,19,1,2,P445,,,,,,2,2020-07-24 00:19:12 EDT
221215296,344436902,0,,4,28,10,8,9,14,19,1,2,S227,,,,,,3,2020-07-24 00:19:12 EDT
221215296,344436902,0,,4,28,10,8,9,14,19,1,2,U105,,,,,,4,2020-07-24 00:19:12 EDT
221215296,344436902,0,,4,28,10,8,9,14,19,1,2,1860,,,,,,2,2020-06-28 00:19:14 EDT
221215296,344436902,0,,4,28,10,8,9,14,19,1,2,2085,,,,,,1,2020-07-25 04:05:31 EDT
221215296,344436902,0,,4,28,10,8,9,14,19,1,2,U105,,,,,,2,2020-07-25 04:05:31 EDT
221215304,344426994,0,,2,28,43,12,18,1,999,1,2,8112,,,,,,1,2020-07-27 00:19:05 EDT
221215312,344177357,0,,21,4,43,12,18,14,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221215338,344438049,0,,2,19,26,2,2,4,479,1,2,,70,70,2,,,1,2020-07-27 00:19:05 EDT
221215361,344438247,0,,12,4,42,5,13,17,579,1,2,,15,,15,,,1,2020-07-27 00:19:05 EDT
221215437,344438908,0,,7,23,43,1,18,1,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221215502,344126164,0,,21,13,5,14,18,1,479,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221215510,344439492,0,,21,13,43,5,18,1,869,1,2,,13,,18,,,1,2020-07-27 00:19:05 EDT
221215528,344439518,0,,10,13,15,14,18,1,579,1,2,,15,,9,,,1,2020-07-27 00:19:05 EDT
221215569,344439815,0,,6,13,39,1,18,1,479,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221215635,344440284,0,,21,4,5,12,18,14,,1,2,,70,,,,,1,2020-07-27 00:19:05 EDT
221215684,344440607,0,,12,3,38,6,6,6,637,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221215734,344420658,0,,12,13,42,5,13,14,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221215775,344441811,0,,10,4,15,7,8,1,113,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221215858,344442033,0,,21,4,44,14,7,14,873,1,2,C730,,,,,,1,2020-07-27 00:19:05 EDT
221215957,344430046,0,,21,19,43,5,13,14,19,1,2,,48,,15,,,1,2020-07-27 00:19:05 EDT
221216096,344443429,0,,21,9,33,14,18,14,276,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221216203,344403258,0,,21,31,43,14,18,14,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221216260,344513023,0,,21,31,43,14,18,14,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221216260,344444245,0,,21,31,43,14,18,14,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221216344,344445044,0,,3,1,27,2,2,1,877,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221216468,344445754,0,,3,16,12,1,18,1,585,1,2,,11,,,,,1,2020-07-27 00:19:05 EDT
221216476,344445739,0,,3,4,5,5,8,11,,1,2,,50,,20,,,1,2020-07-27 00:19:05 EDT
221216484,344445317,0,,21,14,27,1,8,6,888,2,2,,,,,,,1,2020-07-27 00:19:05 EDT
221216567,344446752,0,,21,31,43,14,18,14,759,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221216567,344515002,0,,21,31,43,14,18,14,759,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221216575,344446802,0,,6,20,43,1,18,1,806,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221216583,344446935,0,,21,5,30,2,1,1,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221216666,344443338,0,,12,13,43,5,13,1,7010,1,2,,66,,18,,,1,2020-07-27 00:19:05 EDT
221216682,344448212,0,,21,19,43,2,18,14,7014,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221216948,344449657,0,,21,13,31,6,13,9,509,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221216963,344450085,0,,21,5,7,1,8,4,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221217003,344304787,0,,21,31,43,12,18,14,319,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221217029,344450317,0,,3,16,42,5,13,1,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221217078,344450622,0,,21,31,43,12,18,14,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221217110,344450853,0,,21,5,43,12,18,14,7,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221217284,344452404,0,,12,20,39,1,6,1,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221217292,344452479,0,,7,20,27,1,8,12,577,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221217433,344452875,0,,10,29,15,13,8,1,575,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221217474,344453147,0,,3,13,43,14,18,14,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221217524,344453212,0,,4,1,16,14,10,1,519,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221217565,344453378,0,,21,1,39,1,6,1,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221217631,344453774,0,,21,31,41,14,18,14,876,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221217854,344455258,0,,21,13,43,14,18,14,77,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221217961,344455969,0,,21,31,26,2,18,9,878,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221218027,344455282,0,,21,13,28,2,8,14,,1,2,,8,,26,,,1,2020-07-27 00:19:05 EDT
221218092,344457320,0,,3,13,5,6,8,1,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221218126,344457700,0,,21,5,43,12,18,14,453,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221218159,344457965,0,,6,13,5,5,13,9,365,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221218183,344458120,0,,21,4,15,12,18,20,575,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221218241,344303086,0,,21,31,43,12,18,14,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221218258,344458864,0,,21,19,43,14,18,14,804,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221218365,344459144,0,,21,21,30,1,18,1,806,1,2,,42,,21,,,1,2020-07-27 00:19:05 EDT
221218423,344459946,0,,3,21,30,2,6,18,7020,1,2,,70,,4,,,1,2020-07-27 00:19:05 EDT
221218423,344604103,0,,3,21,30,2,6,18,7020,1,2,,70,,4,,,1,2020-07-27 00:19:05 EDT
221218464,344454160,0,,21,19,43,5,18,6,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221218514,344461058,0,,3,5,30,2,8,1,0,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221218514,344461090,0,,3,5,30,2,8,1,0,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221218605,344461512,0,,18,13,43,1,6,18,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221218621,344206909,0,,15,19,23,14,11,16,136,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221218704,344461777,0,,21,4,27,2,8,14,783,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221218795,344463310,0,,10,19,15,13,18,1,864,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221218811,344456470,0,,10,31,15,13,18,13,,1,2,,,,9,,,1,2020-07-27 00:19:05 EDT
221218910,344464169,0,,21,4,27,5,8,14,0,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221218977,344464953,0,,1,19,29,1,3,1,804,1,2,,70,70,7,,,1,2020-07-27 00:19:05 EDT
221219025,344461827,0,,21,1,30,2,8,1,806,1,2,,70,,,,,1,2020-07-27 00:19:05 EDT
221219058,344466255,0,,3,4,43,5,18,14,7054,1,2,,9,,,,,1,2020-07-27 00:19:05 EDT
221219140,344466388,0,,17,29,9,8,9,14,16,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221219181,344467063,0,,21,26,43,14,18,14,883,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221219199,344467477,0,,21,19,43,5,18,14,7010,1,2,,12,,,,,1,2020-07-27 00:19:05 EDT
221219264,344467717,0,,21,13,42,5,18,14,599,1,2,,20,,,,,1,2020-07-27 00:19:05 EDT
221219306,344468780,0,,12,20,43,2,18,14,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221219314,344135074,0,,12,1,43,2,13,6,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221219322,344357470,0,,21,19,29,1,18,14,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221219405,344469721,0,,21,4,43,1,18,1,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221219470,344470083,0,,21,4,43,2,18,1,804,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221219512,344470349,0,,5,19,15,13,8,14,7056,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221219603,344470927,0,,21,28,43,14,18,14,869,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221219751,344472113,0,,21,31,41,14,18,20,453,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221219827,344472204,0,,12,13,43,5,18,9,595,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221219876,344474101,0,,12,13,5,5,13,1,579,1,2,,15,,20,,,1,2020-07-27 00:19:05 EDT
221220015,344474994,0,,7,16,26,2,3,10,779,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221220080,344475405,0,,21,13,39,1,6,10,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221220205,344349709,0,,21,13,43,1,18,14,,1,2,,34,,,,,1,2020-07-27 00:19:05 EDT
221220288,344476692,0,,21,19,43,5,18,20,999,1,2,,43,43,15,,,1,2020-07-27 00:19:05 EDT
221220296,344477088,0,,12,13,30,1,18,1,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221220387,344585419,0,,21,19,43,1,13,14,889,1,2,,39,,3,,,1,2020-07-27 00:19:05 EDT
221220387,344478318,0,,21,19,43,1,13,14,889,1,2,,39,,3,,,1,2020-07-27 00:19:05 EDT
221220387,344478250,0,,21,19,43,1,13,14,889,1,2,,39,,3,,,1,2020-07-27 00:19:05 EDT
221220387,344601141,0,,21,19,43,1,13,14,889,1,2,,39,,3,,,1,2020-07-27 00:19:05 EDT
221220387,344601174,0,,21,19,43,1,13,14,889,1,2,,39,,3,,,1,2020-07-27 00:19:05 EDT
221220387,344586607,0,,21,19,43,1,13,14,889,1,2,,39,,3,,,1,2020-07-27 00:19:05 EDT
221220387,344477971,0,,21,19,43,1,13,14,889,1,2,,39,,3,,,1,2020-07-27 00:19:05 EDT
221220437,344338967,0,,3,13,27,1,8,18,,1,2,,70,,,,,1,2020-07-27 00:19:05 EDT
221220569,344479357,0,,5,19,16,14,10,14,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221220569,344479357,0,,5,16,16,14,10,18,889,2,2,,,,,,,1,2020-07-26 00:19:15 EDT
221220569,344479357,0,,5,19,16,14,10,14,889,1,2,,,,,,,2,2020-07-16 00:25:40 EDT
221220569,344479357,0,,5,16,16,14,10,18,889,2,2,,,,,,,2,2020-07-27 00:19:05 EDT
221220742,344480868,0,,21,13,42,5,18,1,215,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221220809,344481023,0,,21,20,43,2,8,14,,1,2,,64,,21,,,1,2020-07-27 00:19:05 EDT
221220817,344481080,0,,7,4,8,5,18,4,595,1,2,,43,,,,,1,2020-07-27 00:19:05 EDT
221220858,344481122,0,,7,13,12,5,13,1,,1,2,,66,,15,,,1,2020-07-27 00:19:05 EDT
221220882,344474895,0,,21,13,39,1,13,14,869,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221220916,344481452,0,,21,4,42,5,8,10,869,1,2,,16,,21,,,1,2020-07-27 00:19:05 EDT
221220924,344481445,0,,3,13,43,5,18,14,479,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221220957,344481569,0,,6,13,8,5,13,1,599,1,2,,43,,15,,,1,2020-07-27 00:19:05 EDT
221221005,344482013,0,,2,5,9,14,9,14,54,1,2,1900,,,,,,1,2020-07-27 00:19:05 EDT
221221062,344482146,0,,9,31,43,1,8,14,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221221237,344482930,0,,21,13,42,4,13,1,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221221351,344483755,0,,6,13,25,5,8,6,0,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221221385,344481197,0,,12,13,42,5,18,20,,1,2,,5,,17,,,1,2020-07-27 00:19:05 EDT
221221401,344467725,0,,12,13,24,6,13,10,575,1,2,,25,,,,,1,2020-07-27 00:19:05 EDT
221221435,344469952,0,,3,21,12,5,18,20,759,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221221617,344478763,0,,5,13,9,14,13,10,0,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221221625,344485487,0,,2,28,12,2,8,1,869,1,2,,11,,27,,,1,2020-07-27 00:19:05 EDT
221221815,344486667,0,,10,12,15,13,18,1,0,1,2,,53,,,,,1,2020-07-27 00:19:05 EDT
221221906,344487152,0,,21,4,42,5,13,1,479,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221222029,344487764,0,,2,28,14,8,7,1,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221222060,344255740,0,,3,19,29,1,18,14,7025,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221222136,344488770,0,,12,13,5,1,18,1,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221222334,344489976,0,,12,13,42,5,18,10,0,1,2,,5,,30,,,1,2020-07-27 00:19:05 EDT
221222458,344490578,0,,21,4,8,5,13,9,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221222466,344490743,0,,21,4,28,1,17,11,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221222482,344491428,0,,21,28,30,2,8,14,514,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221222490,344438965,0,,21,19,29,1,13,14,7025,1,2,,51,,7,,,1,2020-07-27 00:19:05 EDT
221222490,344690276,0,,21,19,29,1,13,14,7025,1,2,,51,,7,,,1,2020-07-27 00:19:05 EDT
221222821,344494075,0,,15,31,23,14,11,14,777,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221222888,344494729,0,,21,19,29,6,17,1,549,1,2,,70,70,7,,,2,2020-07-26 00:19:15 EDT
221222888,344494729,0,,21,16,29,6,17,1,999,2,2,,70,70,7,,,1,2020-07-26 00:19:15 EDT
221222888,344494729,0,,21,19,29,6,17,1,549,1,2,,70,70,7,,,1,2020-07-27 00:19:05 EDT
221222888,344494729,0,,21,16,29,6,17,1,999,2,2,,70,70,7,,,2,2020-07-27 00:19:05 EDT
221222904,344494703,0,,21,19,30,1,18,1,479,1,2,,,,5,,,1,2020-07-27 00:19:05 EDT
221222946,344494877,0,,5,18,16,13,18,14,575,1,2,,50,,,,,2,2020-07-11 04:18:49 EDT
221222946,344494877,0,,5,3,43,14,18,14,575,2,2,,50,,,,,1,2020-07-11 04:18:49 EDT
221222946,344494877,0,,5,18,16,13,18,14,575,1,2,,50,,,,,1,2020-07-27 00:19:05 EDT
221222946,344494877,0,,5,3,43,14,18,14,575,2,2,,50,,,,,2,2020-07-27 00:19:05 EDT
221223027,344265855,0,,12,13,7,1,8,11,764,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221223233,344496872,0,,3,9,30,2,8,6,0,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221223233,344496872,0,,3,9,30,2,8,6,0,1,2,,,,,,,2,2020-07-19 00:19:11 EDT
221223233,344496872,0,,7,11,30,2,8,6,0,1,2,,,,,,,1,2020-07-19 00:19:11 EDT
221223233,344496872,0,,7,11,30,2,8,6,0,1,2,,,,,,,2,2020-07-27 00:19:05 EDT
221223555,344497466,0,,10,2,15,14,18,1,889,1,2,,29,,9,,,1,2020-07-27 00:19:05 EDT
221223571,344494851,0,,12,4,5,2,1,1,853,1,2,,11,11,4,,,1,2020-07-27 00:19:05 EDT
221223597,344401682,0,,3,13,42,5,13,1,0,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221223597,344431838,0,,3,13,42,5,13,1,0,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221223696,344501127,0,,6,21,5,5,13,14,869,1,2,,14,,18,,,1,2020-07-27 00:19:05 EDT
221223712,344481874,0,,21,5,29,1,18,14,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221223936,344484969,0,,21,1,21,1,18,14,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221224090,344504881,0,,21,4,43,5,8,6,567,1,2,,14,,,,,1,2020-07-27 00:19:05 EDT
221224298,344495916,0,,21,31,43,4,18,1,865,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221224314,344500483,0,,21,13,43,14,18,14,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221224322,344447867,0,,21,31,43,5,18,20,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221224421,344507280,0,,21,31,19,12,9,14,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221224942,344492947,0,,21,13,8,5,8,14,7047,1,2,,43,,15,,,1,2020-07-27 00:19:05 EDT
221225121,344458369,0,,21,21,30,1,6,14,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221225170,344443312,0,,21,31,43,14,18,14,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221225188,344465059,0,,12,1,38,2,8,1,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221225204,344513965,0,,3,20,42,5,13,14,595,1,2,,43,,15,,,1,2020-07-27 00:19:05 EDT
221225212,344511969,0,,21,19,43,5,18,1,579,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221225261,344372271,0,,7,19,43,6,18,14,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221225303,344512918,0,,12,19,43,5,13,1,527,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221225402,344515176,0,,2,5,26,8,7,1,889,1,2,C730,70,,1,,,1,2020-07-27 00:19:05 EDT
221225501,344514781,0,,21,28,9,8,9,19,416,1,2,,5,,1,,,1,2020-07-27 00:19:05 EDT
221225634,344516166,0,,21,13,43,5,18,14,0,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221225683,344517156,0,,21,13,42,5,8,11,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221225725,344517297,0,,3,13,5,5,13,17,869,1,2,,14,,15,,,1,2020-07-27 00:19:05 EDT
221225949,344518089,0,,6,13,30,1,5,14,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221226004,344383252,0,,21,5,29,1,8,18,479,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221226020,344518857,0,,21,4,43,2,18,1,0,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221226038,344518899,0,,21,4,43,14,18,14,0,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221226137,344511035,0,,21,20,27,1,6,14,544,2,2,,,,,,,2,2020-07-26 00:19:15 EDT
221226137,344511035,0,,21,5,27,1,6,14,544,1,2,,,,,,,1,2020-07-26 00:19:15 EDT
221226137,344511035,0,,21,20,27,1,6,14,544,2,2,,,,,,,1,2020-07-27 00:19:05 EDT
221226137,344511035,0,,21,5,27,1,6,14,544,1,2,,,,,,,2,2020-07-27 00:19:05 EDT
221226152,344519426,0,,21,19,30,14,17,14,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221226210,344352638,0,,10,19,15,13,18,10,869,1,2,,42,,10,,,1,2020-07-27 00:19:05 EDT
221226236,344520424,0,,21,19,42,5,13,9,585,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221226269,344520705,0,,21,4,43,14,18,14,889,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221226400,344521067,0,,21,19,5,5,18,9,,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
221226574,344522248,0,,21,14,43,1,18,14,999,1,2,,,,,,,1,2020-07-27 00:19:05 EDT
